DBN,School Name,Cohort Year,Local Pct of grads
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,30.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2005,26.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2005,30.50%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,0.00%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,0.00%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,0.00%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2006,0.00%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,0.00%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2007,0.00%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2003,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2003,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2003,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,24.70%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,26.60%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2004,27.20%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,30.70%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,31.90%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,33.00%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2005,33.70%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,15.20%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,16.00%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,16.70%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,16.70%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,17.10%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,17.10%
13K499,ACORN COMMUNITY HIGH SCHOOL,2001,54.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,2001,56.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2001,57.70%
13K499,ACORN COMMUNITY HIGH SCHOOL,2002,43.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,2002,45.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,2002,45.30%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2005,s
13K499,ACORN COMMUNITY HIGH SCHOOL,2003,25.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,2003,28.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2003,28.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2004,35.90%
13K499,ACORN COMMUNITY HIGH SCHOOL,2004,37.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,2004,39.50%
13K499,ACORN COMMUNITY HIGH SCHOOL,2005,23.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2005,24.80%
13K499,ACORN COMMUNITY HIGH SCHOOL,2005,25.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2005,28.10%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,24.20%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,25.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,27.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,27.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,2007,7.00%
13K499,ACORN COMMUNITY HIGH SCHOOL,2007,6.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2001,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,2001,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,2001,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,2002,8.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2002,11.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2002,10.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2003,9.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2003,22.60%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2003,21.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2004,3.60%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2004,13.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2004,15.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2005,10.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2005,19.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2005,24.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,11.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,14.60%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,16.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,18.20%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2007,11.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2007,12.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2001,100.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2001,82.70%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2001,80.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2002,81.80%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2002,85.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2002,86.20%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2003,54.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2003,74.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2003,75.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2004,90.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2004,85.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2004,82.70%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,73.90%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,75.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,69.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,76.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,77.80%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,77.80%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,70.60%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,73.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2007,58.30%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2007,66.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2001,96.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2001,92.30%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2001,91.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2002,68.40%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2002,78.90%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2002,72.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2003,60.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2003,62.50%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2003,64.20%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2004,70.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2004,67.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2004,71.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2005,36.80%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2005,42.90%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2005,48.60%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2005,50.00%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,46.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,46.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,41.70%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,46.20%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2007,57.10%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2007,54.50%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2002,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,2002,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,2002,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,2003,3.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2003,4.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2003,4.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2004,5.30%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2004,5.30%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2004,5.30%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2005,2.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2005,2.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2005,2.70%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2005,4.00%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,7.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,7.10%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,6.80%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,8.00%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2007,3.40%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2007,3.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2001,57.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2001,74.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2001,74.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2002,63.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2002,67.80%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2002,68.60%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2003,62.20%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2003,65.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2003,65.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2004,66.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2004,72.00%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2004,72.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2005,76.20%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2005,78.00%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2005,78.60%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2005,78.60%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,46.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,47.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,51.90%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,52.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2007,20.50%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2007,31.20%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2004,50.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2004,66.70%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2005,
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2005,
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2005,82.40%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2005,79.30%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,71.40%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,71.40%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,71.40%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,73.30%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2007,100.00%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2007,100.00%
13K670,BENJAMIN BANNEKER ACADEMY,2001,24.20%
13K670,BENJAMIN BANNEKER ACADEMY,2001,26.00%
13K670,BENJAMIN BANNEKER ACADEMY,2001,26.00%
13K670,BENJAMIN BANNEKER ACADEMY,2002,6.60%
13K670,BENJAMIN BANNEKER ACADEMY,2002,12.90%
13K670,BENJAMIN BANNEKER ACADEMY,2002,12.90%
13K670,BENJAMIN BANNEKER ACADEMY,2003,11.60%
13K670,BENJAMIN BANNEKER ACADEMY,2003,12.30%
13K670,BENJAMIN BANNEKER ACADEMY,2003,12.80%
13K670,BENJAMIN BANNEKER ACADEMY,2004,4.10%
13K670,BENJAMIN BANNEKER ACADEMY,2004,5.00%
13K670,BENJAMIN BANNEKER ACADEMY,2004,5.30%
13K670,BENJAMIN BANNEKER ACADEMY,2005,1.70%
13K670,BENJAMIN BANNEKER ACADEMY,2005,1.70%
13K670,BENJAMIN BANNEKER ACADEMY,2005,2.10%
13K670,BENJAMIN BANNEKER ACADEMY,2005,2.50%
13K670,BENJAMIN BANNEKER ACADEMY,2006,4.60%
13K670,BENJAMIN BANNEKER ACADEMY,2006,5.00%
13K670,BENJAMIN BANNEKER ACADEMY,2006,6.60%
13K670,BENJAMIN BANNEKER ACADEMY,2006,6.60%
13K670,BENJAMIN BANNEKER ACADEMY,2007,2.70%
13K670,BENJAMIN BANNEKER ACADEMY,2007,3.30%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2001,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2001,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2001,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2002,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2002,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2002,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2003,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2003,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2003,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2004,43.50%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2004,48.30%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2004,49.20%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2005,26.10%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2005,33.90%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2005,36.90%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2005,40.00%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,32.50%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,36.40%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,38.80%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,40.00%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,22.50%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,21.30%
14K322,FOUNDATIONS ACADEMY,2003,s
14K322,FOUNDATIONS ACADEMY,2004,s
14K322,FOUNDATIONS ACADEMY,2004,s
14K322,FOUNDATIONS ACADEMY,2004,s
14K322,FOUNDATIONS ACADEMY,2005,25.40%
14K322,FOUNDATIONS ACADEMY,2005,26.40%
14K322,FOUNDATIONS ACADEMY,2005,17.10%
14K322,FOUNDATIONS ACADEMY,2005,19.20%
14K322,FOUNDATIONS ACADEMY,2006,36.60%
14K322,FOUNDATIONS ACADEMY,2006,38.10%
14K322,FOUNDATIONS ACADEMY,2006,37.20%
14K322,FOUNDATIONS ACADEMY,2006,37.20%
14K322,FOUNDATIONS ACADEMY,2007,8.80%
14K322,FOUNDATIONS ACADEMY,2007,11.10%
14K404,ACADEMY FOR YOUNG WRITERS,2004,s
14K404,ACADEMY FOR YOUNG WRITERS,2004,s
14K404,ACADEMY FOR YOUNG WRITERS,2005,s
14K404,ACADEMY FOR YOUNG WRITERS,2005,s
14K404,ACADEMY FOR YOUNG WRITERS,2005,s
14K404,ACADEMY FOR YOUNG WRITERS,2005,s
14K404,ACADEMY FOR YOUNG WRITERS,2006,25.00%
14K404,ACADEMY FOR YOUNG WRITERS,2006,25.80%
14K404,ACADEMY FOR YOUNG WRITERS,2006,30.00%
14K404,ACADEMY FOR YOUNG WRITERS,2006,31.00%
14K404,ACADEMY FOR YOUNG WRITERS,2007,20.60%
14K404,ACADEMY FOR YOUNG WRITERS,2007,23.10%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,0.00%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,7.80%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,7.80%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,7.80%
14K449,BROOKLYN LATIN SCHOOL (THE),2007,0.00%
14K449,BROOKLYN LATIN SCHOOL (THE),2007,0.00%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2004,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2004,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2004,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2005,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2005,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2005,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,13.50%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,24.20%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,27.30%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,29.40%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2007,22.70%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2007,23.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2001,54.90%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2001,64.80%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2001,65.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2002,78.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2002,81.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2002,81.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2003,39.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2003,47.40%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2003,49.40%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2004,43.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2004,50.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2004,53.10%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2005,42.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2005,43.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2005,44.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2005,45.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,25.60%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,29.90%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,32.90%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,33.50%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,30.30%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,32.10%
14K477,SCHOOL FOR LEGAL STUDIES,2001,43.90%
14K477,SCHOOL FOR LEGAL STUDIES,2001,50.60%
14K477,SCHOOL FOR LEGAL STUDIES,2001,48.10%
14K477,SCHOOL FOR LEGAL STUDIES,2002,32.50%
14K477,SCHOOL FOR LEGAL STUDIES,2002,34.30%
14K477,SCHOOL FOR LEGAL STUDIES,2002,35.70%
14K477,SCHOOL FOR LEGAL STUDIES,2003,44.20%
14K477,SCHOOL FOR LEGAL STUDIES,2003,52.90%
14K477,SCHOOL FOR LEGAL STUDIES,2003,54.30%
14K477,SCHOOL FOR LEGAL STUDIES,2004,75.00%
14K477,SCHOOL FOR LEGAL STUDIES,2004,76.30%
14K477,SCHOOL FOR LEGAL STUDIES,2004,77.50%
14K477,SCHOOL FOR LEGAL STUDIES,2005,50.50%
14K477,SCHOOL FOR LEGAL STUDIES,2005,50.50%
14K477,SCHOOL FOR LEGAL STUDIES,2005,54.50%
14K477,SCHOOL FOR LEGAL STUDIES,2005,55.20%
14K477,SCHOOL FOR LEGAL STUDIES,2006,45.30%
14K477,SCHOOL FOR LEGAL STUDIES,2006,46.70%
14K477,SCHOOL FOR LEGAL STUDIES,2006,47.00%
14K477,SCHOOL FOR LEGAL STUDIES,2006,46.50%
14K477,SCHOOL FOR LEGAL STUDIES,2007,30.40%
14K477,SCHOOL FOR LEGAL STUDIES,2007,31.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2001,47.50%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2001,52.30%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2001,52.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2002,56.30%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2002,62.00%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2002,62.30%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2003,33.10%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2003,36.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2003,36.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2004,24.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2004,25.00%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2004,25.00%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2005,25.70%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2005,28.20%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2005,29.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2005,30.40%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,23.10%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,24.60%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,28.10%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,28.10%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2007,9.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2007,11.50%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2003,s
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2004,11.30%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2004,14.30%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2004,15.80%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,26.20%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,26.20%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,27.90%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,29.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,22.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,23.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,23.00%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,24.20%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,6.90%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,10.90%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2002,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2002,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2002,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2003,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2003,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2003,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2004,32.10%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2004,35.60%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2004,35.60%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2005,11.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2005,12.90%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2005,14.10%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2005,14.10%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,12.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,12.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,12.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,12.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2007,7.90%
