DBN,School Name,Total Grads Pct of cohort
12X271,EAST BRONX ACADEMY FOR THE FUTURE,65.80%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,67.60%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,67.60%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,68.90%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,68.90%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,70.00%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,73.30%
12X278,PEACE AND DIVERSITY ACADEMY,s
12X278,PEACE AND DIVERSITY ACADEMY,s
12X278,PEACE AND DIVERSITY ACADEMY,60.20%
12X278,PEACE AND DIVERSITY ACADEMY,76.60%
12X278,PEACE AND DIVERSITY ACADEMY,72.90%
12X278,PEACE AND DIVERSITY ACADEMY,54.80%
12X278,PEACE AND DIVERSITY ACADEMY,54.80%
12X278,PEACE AND DIVERSITY ACADEMY,49.00%
12X278,PEACE AND DIVERSITY ACADEMY,51.90%
12X278,PEACE AND DIVERSITY ACADEMY,49.00%
12X278,PEACE AND DIVERSITY ACADEMY,51.00%
12X278,PEACE AND DIVERSITY ACADEMY,55.00%
12X278,PEACE AND DIVERSITY ACADEMY,56.00%
12X278,PEACE AND DIVERSITY ACADEMY,42.90%
12X278,PEACE AND DIVERSITY ACADEMY,52.90%
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,s
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,1.30%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,16.90%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2.90%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,14.00%
12X480,BRONX REGIONAL HIGH SCHOOL,10.40%
12X480,BRONX REGIONAL HIGH SCHOOL,29.40%
12X480,BRONX REGIONAL HIGH SCHOOL,41.70%
12X480,BRONX REGIONAL HIGH SCHOOL,14.20%
12X480,BRONX REGIONAL HIGH SCHOOL,41.80%
12X480,BRONX REGIONAL HIGH SCHOOL,51.50%
12X480,BRONX REGIONAL HIGH SCHOOL,18.90%
12X480,BRONX REGIONAL HIGH SCHOOL,37.80%
12X480,BRONX REGIONAL HIGH SCHOOL,54.10%
12X480,BRONX REGIONAL HIGH SCHOOL,27.30%
12X480,BRONX REGIONAL HIGH SCHOOL,42.30%
12X480,BRONX REGIONAL HIGH SCHOOL,52.20%
12X480,BRONX REGIONAL HIGH SCHOOL,21.80%
12X480,BRONX REGIONAL HIGH SCHOOL,24.40%
12X480,BRONX REGIONAL HIGH SCHOOL,53.20%
12X480,BRONX REGIONAL HIGH SCHOOL,60.00%
12X480,BRONX REGIONAL HIGH SCHOOL,26.20%
12X480,BRONX REGIONAL HIGH SCHOOL,26.20%
12X480,BRONX REGIONAL HIGH SCHOOL,34.50%
12X480,BRONX REGIONAL HIGH SCHOOL,37.90%
12X480,BRONX REGIONAL HIGH SCHOOL,18.40%
12X480,BRONX REGIONAL HIGH SCHOOL,20.90%
12X550,HIGH SCHOOL OF WORLD CULTURES,29.70%
12X550,HIGH SCHOOL OF WORLD CULTURES,67.20%
12X550,HIGH SCHOOL OF WORLD CULTURES,75.00%
12X550,HIGH SCHOOL OF WORLD CULTURES,45.70%
12X550,HIGH SCHOOL OF WORLD CULTURES,89.10%
12X550,HIGH SCHOOL OF WORLD CULTURES,89.10%
12X550,HIGH SCHOOL OF WORLD CULTURES,69.80%
12X550,HIGH SCHOOL OF WORLD CULTURES,83.00%
12X550,HIGH SCHOOL OF WORLD CULTURES,88.50%
12X550,HIGH SCHOOL OF WORLD CULTURES,68.90%
12X550,HIGH SCHOOL OF WORLD CULTURES,80.00%
12X550,HIGH SCHOOL OF WORLD CULTURES,91.50%
12X550,HIGH SCHOOL OF WORLD CULTURES,65.90%
12X550,HIGH SCHOOL OF WORLD CULTURES,80.20%
12X550,HIGH SCHOOL OF WORLD CULTURES,85.60%
12X550,HIGH SCHOOL OF WORLD CULTURES,92.10%
12X550,HIGH SCHOOL OF WORLD CULTURES,69.20%
13K258,DAVID RUGGLES SCHOOL,s
12X550,HIGH SCHOOL OF WORLD CULTURES,80.80%
12X550,HIGH SCHOOL OF WORLD CULTURES,86.00%
12X550,HIGH SCHOOL OF WORLD CULTURES,88.00%
12X550,HIGH SCHOOL OF WORLD CULTURES,52.60%
12X550,HIGH SCHOOL OF WORLD CULTURES,66.00%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,48.50%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,53.60%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,54.60%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,31.20%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,49.50%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,53.80%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,40.20%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,52.90%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,55.60%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,43.10%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,58.80%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,60.40%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,45.80%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,49.50%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,60.00%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,70.20%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,50.50%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,50.50%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,64.60%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,66.70%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,59.30%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,59.30%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,60.50%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,64.20%
13K258,DAVID RUGGLES SCHOOL,s
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,64.20%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,60.50%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,64.20%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,66.70%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,56.40%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,64.70%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,67.90%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,67.70%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,73.20%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,75.00%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,65.70%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,65.70%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,70.60%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,73.00%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,60.50%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,63.00%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,74.10%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,75.00%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,59.40%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,60.20%
12X684,WINGS ACADEMY,44.60%
12X684,WINGS ACADEMY,62.70%
12X684,WINGS ACADEMY,67.50%
12X684,WINGS ACADEMY,57.30%
12X684,WINGS ACADEMY,69.70%
12X684,WINGS ACADEMY,74.20%
12X684,WINGS ACADEMY,48.70%
12X684,WINGS ACADEMY,63.00%
12X684,WINGS ACADEMY,65.80%
12X684,WINGS ACADEMY,53.50%
12X684,WINGS ACADEMY,66.70%
12X684,WINGS ACADEMY,68.30%
12X684,WINGS ACADEMY,64.80%
12X684,WINGS ACADEMY,73.80%
12X684,WINGS ACADEMY,77.90%
12X684,WINGS ACADEMY,81.10%
12X684,WINGS ACADEMY,66.40%
12X684,WINGS ACADEMY,70.70%
12X684,WINGS ACADEMY,74.60%
12X684,WINGS ACADEMY,74.60%
12X684,WINGS ACADEMY,46.00%
12X684,WINGS ACADEMY,58.30%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,34.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,52.80%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,57.50%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,43.60%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,56.40%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,57.40%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,43.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,58.30%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,62.00%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,44.10%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,54.10%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,58.30%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,48.60%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,52.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,58.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,63.60%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,47.40%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,53.30%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,55.40%
13K258,DAVID RUGGLES SCHOOL,s
12X690,MONROE ACADEMY FOR BUSINESS/LAW,55.40%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,33.30%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,42.70%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,25.00%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,45.00%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,53.80%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,36.20%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,57.10%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,60.00%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,33.30%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43.60%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,49.60%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,37.20%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,54.70%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,57.30%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,28.00%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,40.70%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,50.80%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,57.30%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,47.30%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,49.10%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,55.00%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,59.50%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,38.30%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,47.70%
13K117,FRANCIS SCOTT KEY SCHOOL,s
13K117,FRANCIS SCOTT KEY SCHOOL,s
13K117,FRANCIS SCOTT KEY SCHOOL,s
13K117,FRANCIS SCOTT KEY SCHOOL,s
13K117,FRANCIS SCOTT KEY SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K258,DAVID RUGGLES SCHOOL,s
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,87.00%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,91.30%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,95.70%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,72.70%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,78.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,78.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,75.30%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,83.60%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,82.40%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,71.40%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,78.70%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,80.90%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,46.00%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,54.00%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,68.90%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,70.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,81.50%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,84.00%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,88.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,88.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,77.80%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,80.60%
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,s
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,s
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,s
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,70.30%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,73.60%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,77.20%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,78.50%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,71.90%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,80.20%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,85.40%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,85.40%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,49.40%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,58.60%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",50.00%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",65.40%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",67.90%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",67.90%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",57.70%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",66.30%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,62.80%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,72.80%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,75.60%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,62.00%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,75.40%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,78.90%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,62.90%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,71.50%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,73.90%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,67.60%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,75.40%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,79.50%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,66.70%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,72.40%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,79.10%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,82.80%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,59.30%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,72.70%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,77.50%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,78.40%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,71.80%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,79.50%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,90.90%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,96.20%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,96.80%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,94.00%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,97.70%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,98.00%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,91.10%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,97.20%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,97.40%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,92.30%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,96.60%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,96.80%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,89.30%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,94.90%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,97.70%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,98.50%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,91.40%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,95.10%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,98.00%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,98.10%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,92.80%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,97.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,81.90%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,87.50%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,90.30%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,77.50%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,88.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,91.50%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,76.90%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,87.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,89.20%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,79.30%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,90.90%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,94.80%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,85.10%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,90.80%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,92.00%
13K509,FREEDOM ACADEMY HIGH SCHOOL,71.40%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,93.20%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,81.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,84.30%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,87.50%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,88.40%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,77.70%
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,87.20%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,89.50%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,95.20%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,97.60%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,84.60%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,87.50%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,93.10%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,94.10%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,84.40%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,86.20%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,91.40%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,91.40%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,86.40%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,86.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,56.70%
13K499,ACORN COMMUNITY HIGH SCHOOL,63.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,65.00%
13K499,ACORN COMMUNITY HIGH SCHOOL,66.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,68.80%
13K499,ACORN COMMUNITY HIGH SCHOOL,68.80%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,s
13K499,ACORN COMMUNITY HIGH SCHOOL,60.30%
13K499,ACORN COMMUNITY HIGH SCHOOL,64.10%
13K499,ACORN COMMUNITY HIGH SCHOOL,63.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,69.00%
13K499,ACORN COMMUNITY HIGH SCHOOL,76.10%
13K499,ACORN COMMUNITY HIGH SCHOOL,76.80%
13K499,ACORN COMMUNITY HIGH SCHOOL,61.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,65.70%
13K499,ACORN COMMUNITY HIGH SCHOOL,72.20%
13K499,ACORN COMMUNITY HIGH SCHOOL,74.20%
13K499,ACORN COMMUNITY HIGH SCHOOL,73.40%
13K499,ACORN COMMUNITY HIGH SCHOOL,74.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,77.20%
13K499,ACORN COMMUNITY HIGH SCHOOL,77.20%
13K499,ACORN COMMUNITY HIGH SCHOOL,66.10%
13K499,ACORN COMMUNITY HIGH SCHOOL,66.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,69.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,81.80%
13K509,FREEDOM ACADEMY HIGH SCHOOL,84.80%
13K509,FREEDOM ACADEMY HIGH SCHOOL,44.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,63.30%
13K509,FREEDOM ACADEMY HIGH SCHOOL,61.50%
13K509,FREEDOM ACADEMY HIGH SCHOOL,53.80%
13K509,FREEDOM ACADEMY HIGH SCHOOL,75.00%
13K509,FREEDOM ACADEMY HIGH SCHOOL,81.30%
13K509,FREEDOM ACADEMY HIGH SCHOOL,43.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,47.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,65.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,62.10%
13K509,FREEDOM ACADEMY HIGH SCHOOL,70.70%
13K509,FREEDOM ACADEMY HIGH SCHOOL,72.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,75.90%
13K509,FREEDOM ACADEMY HIGH SCHOOL,47.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,56.10%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,11.10%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,38.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,57.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,8.60%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,31.30%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,50.80%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,9.60%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,37.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,59.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,12.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,32.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,59.60%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,35.90%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,37.50%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,48.00%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,67.90%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,16.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,16.40%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,32.10%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,34.90%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,13.80%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,17.20%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,34.90%
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,60.50%
